id,timestamp,type,severity,description,explanation,hash,encrypted_data,log_source,status,event_id
142,2026-05-12T11:57:55.641795,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-synch-l1-2-0.dll,,,,Forensics,New,0
141,2026-05-12T11:57:55.618371,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-synch-l1-1-0.dll,,,,Forensics,New,0
140,2026-05-12T11:57:55.595860,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-string-l1-1-0.dll,,,,Forensics,New,0
139,2026-05-12T11:57:55.572437,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-rtlsupport-l1-1-0.dll,,,,Forensics,New,0
138,2026-05-12T11:57:55.548667,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-profile-l1-1-0.dll,,,,Forensics,New,0
137,2026-05-12T11:57:55.524309,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-processthreads-l1-1-1.dll,,,,Forensics,New,0
136,2026-05-12T11:57:55.500737,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-processthreads-l1-1-0.dll,,,,Forensics,New,0
135,2026-05-12T11:57:55.477914,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-processenvironment-l1-1-0.dll,,,,Forensics,New,0
134,2026-05-12T11:57:55.456545,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-namedpipe-l1-1-0.dll,,,,Forensics,New,0
133,2026-05-12T11:57:55.434356,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-memory-l1-1-0.dll,,,,Forensics,New,0
132,2026-05-12T11:57:55.412776,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-localization-l1-2-0.dll,,,,Forensics,New,0
131,2026-05-12T11:57:55.390050,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-libraryloader-l1-1-0.dll,,,,Forensics,New,0
130,2026-05-12T11:57:55.366500,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-kernel32-legacy-l1-1-1.dll,,,,Forensics,New,0
129,2026-05-12T11:57:55.344366,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-interlocked-l1-1-0.dll,,,,Forensics,New,0
128,2026-05-12T11:57:55.322474,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-heap-l1-1-0.dll,,,,Forensics,New,0
127,2026-05-12T11:57:55.301207,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-handle-l1-1-0.dll,,,,Forensics,New,0
126,2026-05-12T11:57:55.279982,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-file-l2-1-0.dll,,,,Forensics,New,0
125,2026-05-12T11:57:55.258143,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-file-l1-2-0.dll,,,,Forensics,New,0
124,2026-05-12T11:57:55.235859,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-file-l1-1-0.dll,,,,Forensics,New,0
123,2026-05-12T11:57:55.210246,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-fibers-l1-1-1.dll,,,,Forensics,New,0
122,2026-05-12T11:57:55.188620,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-fibers-l1-1-0.dll,,,,Forensics,New,0
121,2026-05-12T11:57:55.166881,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-errorhandling-l1-1-0.dll,,,,Forensics,New,0
120,2026-05-12T11:57:55.146172,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-debug-l1-1-0.dll,,,,Forensics,New,0
119,2026-05-12T11:57:55.121871,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-datetime-l1-1-0.dll,,,,Forensics,New,0
118,2026-05-12T11:57:55.097306,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-console-l1-2-0.dll,,,,Forensics,New,0
117,2026-05-12T11:57:55.073657,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\api-ms-win-core-console-l1-1-0.dll,,,,Forensics,New,0
116,2026-05-12T11:57:55.048145,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.equinox.launcher.win32.win32.x86_64_1.2.1200.v20250212-0927\eclipse_11909.dll,,,,Forensics,New,0
115,2026-05-12T11:57:55.021262,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.cdt.core.win32.x86_64_12.0.0.202502260302\os\win32\x86_64\winpty.dll,,,,Forensics,New,0
114,2026-05-12T11:57:55.000885,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.cdt.core.win32.x86_64_12.0.0.202502260302\os\win32\x86_64\winpty-agent.exe,,,,Forensics,New,0
113,2026-05-12T11:57:54.980578,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.cdt.core.win32.x86_64_12.0.0.202502260302\os\win32\x86_64\starter.exe,,,,Forensics,New,0
112,2026-05-12T11:57:54.958383,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.cdt.core.win32.x86_64_12.0.0.202502260302\os\win32\x86_64\spawner.dll,,,,Forensics,New,0
111,2026-05-12T11:57:54.939955,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.cdt.core.win32.x86_64_12.0.0.202502260302\os\win32\x86_64\pty.dll,,,,Forensics,New,0
110,2026-05-12T11:57:54.918849,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.apache.ant_1.10.15.v20240901-1000\bin\lcp.bat,,,,Forensics,New,0
109,2026-05-12T11:57:54.900940,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.apache.ant_1.10.15.v20240901-1000\bin\antRun.bat,,,,Forensics,New,0
108,2026-05-12T11:57:54.880780,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.apache.ant_1.10.15.v20240901-1000\bin\ant.bat,,,,Forensics,New,0
107,2026-05-12T11:57:54.860369,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\com.sun.jna_5.16.0.v20241222-1200\com\sun\jna\win32-x86-64\jnidispatch.dll,,,,Forensics,New,0
106,2026-05-12T11:57:54.837269,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\com.sun.jna_5.16.0.v20241222-1200\com\sun\jna\win32-x86\jnidispatch.dll,,,,Forensics,New,0
105,2026-05-12T11:57:54.816413,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\com.sun.jna_5.16.0.v20241222-1200\com\sun\jna\win32-aarch64\jnidispatch.dll,,,,Forensics,New,0
104,2026-05-12T11:57:54.765945,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\tmp\arg0\codex-arg06EZq9P\apply_patch.bat,,,,Forensics,New,0
103,2026-05-12T11:57:54.744068,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\tmp\arg0\codex-arg06EZq9P\applypatch.bat,,,,Forensics,New,0
102,2026-05-12T11:57:54.720396,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\skills\.system\openai-docs\scripts\resolve-latest-model-info.js,,,,Forensics,New,0
101,2026-05-12T11:57:54.675441,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\superpowers\skills\writing-skills\render-graphs.js,,,,Forensics,New,0
100,2026-05-12T11:57:54.653292,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\superpowers\skills\brainstorming\scripts\helper.js,,,,Forensics,New,0
99,2026-05-12T11:57:54.616889,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\tests\plugin-eval.test.js,,,,Forensics,New,0
98,2026-05-12T11:57:54.594784,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\renderers\markdown.js,,,,Forensics,New,0
97,2026-05-12T11:57:54.568900,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\renderers\index.js,,,,Forensics,New,0
96,2026-05-12T11:57:54.547130,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\renderers\html.js,,,,Forensics,New,0
95,2026-05-12T11:57:54.525159,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\lib\tokens.js,,,,Forensics,New,0
94,2026-05-12T11:57:54.505238,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\lib\frontmatter.js,,,,Forensics,New,0
93,2026-05-12T11:57:54.485570,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\lib\files.js,,,,Forensics,New,0
92,2026-05-12T11:57:54.467037,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\typescript.js,,,,Forensics,New,0
91,2026-05-12T11:57:54.449911,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\skill.js,,,,Forensics,New,0
90,2026-05-12T11:57:54.432986,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\python.js,,,,Forensics,New,0
89,2026-05-12T11:57:54.415716,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\plugin.js,,,,Forensics,New,0
88,2026-05-12T11:57:54.397635,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\coverage.js,,,,Forensics,New,0
87,2026-05-12T11:57:54.380219,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\evaluators\code.js,,,,Forensics,New,0
86,2026-05-12T11:57:54.362522,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\workflow-guide.js,,,,Forensics,New,0
85,2026-05-12T11:57:54.343739,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\target.js,,,,Forensics,New,0
84,2026-05-12T11:57:54.325378,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\scoring.js,,,,Forensics,New,0
83,2026-05-12T11:57:54.306413,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\schema.js,,,,Forensics,New,0
82,2026-05-12T11:57:54.287541,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\presentation.js,,,,Forensics,New,0
81,2026-05-12T11:57:54.265660,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\observed-usage.js,,,,Forensics,New,0
80,2026-05-12T11:57:54.244655,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\metric-packs.js,,,,Forensics,New,0
79,2026-05-12T11:57:54.223891,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\measurement-plan.js,,,,Forensics,New,0
78,2026-05-12T11:57:54.203030,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\improvement-brief.js,,,,Forensics,New,0
77,2026-05-12T11:57:54.182274,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\compare.js,,,,Forensics,New,0
76,2026-05-12T11:57:54.161617,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\budget.js,,,,Forensics,New,0
75,2026-05-12T11:57:54.140648,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\benchmark.js,,,,Forensics,New,0
74,2026-05-12T11:57:54.120181,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\benchmark-workspace.js,,,,Forensics,New,0
73,2026-05-12T11:57:54.101365,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\benchmark-events.js,,,,Forensics,New,0
72,2026-05-12T11:57:54.082133,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\baseline.js,,,,Forensics,New,0
71,2026-05-12T11:57:54.060951,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\core\analyze.js,,,,Forensics,New,0
70,2026-05-12T11:57:54.040198,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\index.js,,,,Forensics,New,0
69,2026-05-12T11:57:54.018501,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\src\cli.js,,,,Forensics,New,0
68,2026-05-12T11:57:53.996321,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\scripts\plugin-eval.js,,,,Forensics,New,0
67,2026-05-12T11:57:53.975466,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\plugin-eval\fixtures\metric-pack\emit-pack.js,,,,Forensics,New,0
66,2026-05-12T11:57:53.915404,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\validateCreation.js,,,,Forensics,New,0
65,2026-05-12T11:57:53.898212,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\rehydrateState.js,,,,Forensics,New,0
64,2026-05-12T11:57:53.880530,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\inspectFileStructure.js,,,,Forensics,New,0
63,2026-05-12T11:57:53.861994,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\createVariableCollection.js,,,,Forensics,New,0
62,2026-05-12T11:57:53.844972,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\createSemanticTokens.js,,,,Forensics,New,0
61,2026-05-12T11:57:53.827080,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\createDocumentationPage.js,,,,Forensics,New,0
60,2026-05-12T11:57:53.806855,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\createComponentWithVariants.js,,,,Forensics,New,0
59,2026-05-12T11:57:53.785765,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\cleanupOrphans.js,,,,Forensics,New,0
58,2026-05-12T11:57:53.763815,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\figma\skills\figma-generate-library\scripts\bindVariablesToComponent.js,,,,Forensics,New,0
57,2026-05-12T11:57:53.738849,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\expo\skills\expo-cicd-workflows\scripts\validate.js,,,,Forensics,New,0
56,2026-05-12T11:57:53.721639,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\plugins\plugins\expo\skills\expo-cicd-workflows\scripts\fetch.js,,,,Forensics,New,0
55,2026-05-12T11:57:53.671282,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.codex\.tmp\bundled-marketplaces\openai-bundled\plugins\latex-tectonic\bin\tectonic.exe,,,,Forensics,New,0
54,2026-05-12T11:57:53.569854,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\plugins\openai-primary-runtime\plugins\presentations\skills\presentations\scripts\create_presentation_workspace.js,,,,Forensics,New,0
53,2026-05-12T11:57:53.548785,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\plugins\openai-primary-runtime\plugins\presentations\skills\presentations\scripts\check_presentation_quality.js,,,,Forensics,New,0
52,2026-05-12T11:57:53.520331,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\tcl\tix8.4.3\tix84.dll,,,,Forensics,New,0
51,2026-05-12T11:57:53.489136,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\tcl\reg1.3\tclreg13.dll,,,,Forensics,New,0
50,2026-05-12T11:57:53.467322,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\tcl\dde1.4\tcldde14.dll,,,,Forensics,New,0
49,2026-05-12T11:57:53.446609,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\wheel.exe,,,,Forensics,New,0
48,2026-05-12T11:57:53.424547,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\numpy-config.exe,,,,Forensics,New,0
47,2026-05-12T11:57:53.403464,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\normalizer.exe,,,,Forensics,New,0
46,2026-05-12T11:57:53.382128,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\f2py.exe,,,,Forensics,New,0
45,2026-05-12T11:57:53.341486,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\gui.exe,,,,Forensics,New,0
44,2026-05-12T11:57:53.321384,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\gui-arm64.exe,,,,Forensics,New,0
43,2026-05-12T11:57:53.301940,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\gui-64.exe,,,,Forensics,New,0
42,2026-05-12T11:57:53.284184,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\gui-32.exe,,,,Forensics,New,0
41,2026-05-12T11:57:53.265526,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\cli.exe,,,,Forensics,New,0
40,2026-05-12T11:57:53.245702,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\cli-arm64.exe,,,,Forensics,New,0
39,2026-05-12T11:57:53.225283,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\cli-64.exe,,,,Forensics,New,0
38,2026-05-12T11:57:53.201106,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\setuptools\cli-32.exe,,,,Forensics,New,0
37,2026-05-12T11:57:53.165999,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\w64.exe,,,,Forensics,New,0
36,2026-05-12T11:57:53.145084,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,,,,Forensics,New,0
35,2026-05-12T11:57:53.123782,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\w32.exe,,,,Forensics,New,0
34,2026-05-12T11:57:53.103932,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t64.exe,,,,Forensics,New,0
33,2026-05-12T11:57:53.082451,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,,,,Forensics,New,0
32,2026-05-12T11:57:53.061697,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t32.exe,,,,Forensics,New,0
31,2026-05-12T11:57:53.038278,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pandas.libs\msvcp140-a4c2229bdc2a2a630acdc095b4d86008.dll,,,,Forensics,New,0
30,2026-05-12T11:57:52.998054,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\numpy.libs\msvcp140-a4c2229bdc2a2a630acdc095b4d86008.dll,,,,Forensics,New,0
29,2026-05-12T11:57:52.979853,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\numpy.libs\libscipy_openblas64_-9e3e5a4229c1ca39f10dc82bba9e2b2b.dll,,,,Forensics,New,0
28,2026-05-12T11:57:52.915330,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\artifact_tool_v2\bin\artifact_tool_rpc_daemon.js,,,,Forensics,New,0
27,2026-05-12T11:57:52.884267,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\artifact_tool_v2\bin\artifact_tool_rpc_daemon.exe,,,,Forensics,New,0
26,2026-05-12T11:57:52.721500,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\idlelib\idle.bat,,,,Forensics,New,0
25,2026-05-12T11:57:52.697745,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\ctypes\macholib\fetch_macholib.bat,,,,Forensics,New,0
24,2026-05-12T11:57:52.672081,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\DLLs\tk86t.dll,,,,Forensics,New,0
